[UID, JHJ0ekidS93_dk3145kIssW_Kj92rIesdDj]-
[TIME, 2015-04-29 16:12:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:39:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:00:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:01:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:02:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:03:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:04:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:05:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:06:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:07:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:08:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:09:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:10:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:11:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:12:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:13:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:14:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:15:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:16:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:17:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:18:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:19:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:20:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:21:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:22:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:23:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:24:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:25:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:26:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:27:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:28:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:29:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:30:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:31:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:32:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:33:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:34:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:35:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:36:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:37:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:38:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:39:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:40:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:41:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:42:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:43:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:44:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:45:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:46:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:47:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:48:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:49:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:50:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:51:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:52:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:53:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:54:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:55:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:56:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:57:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:58:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:40:59:64][010c, 315][010d, 246][0110, 56]-
[TIME, 2015-04-29 16:41:00:64][010c, 315][010d, 246][0110, 56]-
